file,unique lemmas per 100 lemmas,total lemmas
12779,38.66171003717472,269
13148,37.919463087248324,298
13194,41.724137931034484,290
13210,42.857142857142854,336
13940,47.0414201183432,338
14157,39.682539682539684,315
14163,48.821548821548824,297
14288,45.48736462093863,277
14382,50.56179775280899,267
14397,40.98360655737705,366
14471,31.25,272
15340,41.29692832764505,293
15663,34.104046242774565,346
16003,46.17283950617284,405
16038,36.36363636363637,253
16073,47.987616099071204,323
16793,39.740259740259745,385
17339,50.68027210884354,294
17807,45.95744680851064,235
17845,34.02985074626866,335
18090,40.524781341107875,343
18443,41.90751445086705,346
18553,37.64705882352941,340
18589,43.63636363636363,330
18618,38.857142857142854,350
18690,39.75903614457831,332
18772,41.03896103896104,385
18783,45.07772020725388,193
18970,33.48519362186788,439
19280,33.057851239669425,363
19812,41.269841269841265,252
19982,61.60714285714286,112
20023,46.198830409356724,342
20063,29.970326409495552,337
20156,40.273972602739725,365
20376,45.14285714285714,350
20400,38.69047619047619,336
21007,38.53503184713376,314
21052,42.19114219114219,429
21310,36.875,320
21595,38.943894389438945,303
21598,42.71523178807947,302
22025,41.35338345864661,266
22056,39.63414634146341,328
22249,47.21189591078067,269
22394,35.76512455516014,562
22549,44.37299035369775,311
22597,46.0,300
22698,36.7170626349892,463
22919,45.61933534743202,331
23062,40.21739130434783,368
23175,40.397350993377486,302
23291,39.00709219858156,423
23292,38.666666666666664,300
23684,32.6007326007326,273
23897,40.17595307917888,341
23925,37.18487394957983,476
23976,40.57971014492754,345
24202,40.97938144329897,388
24266,44.827586206896555,319
24312,34.02061855670103,291
24427,38.57566765578635,337
24514,54.87804878048781,164
24637,41.05263157894737,380
24975,38.55421686746988,332
25063,45.21739130434783,345
25431,43.29501915708812,261
25554,38.01020408163265,392
25841,46.23376623376623,385
25867,45.26315789473684,285
25948,34.413965087281795,401
26027,33.146067415730336,356
26125,41.88790560471977,339
26388,32.362459546925564,309
26649,44.099378881987576,161
26720,40.94202898550724,276
26729,36.206896551724135,348
26917,38.17663817663818,351
27217,40.65040650406504,369
27234,40.484429065743946,289
27527,45.34412955465587,247
28261,42.972972972972975,370
28364,33.116883116883116,308
28471,35.86626139817629,329
28532,34.76190476190476,210
28557,46.06741573033708,178
28609,45.95141700404859,494
28610,44.8559670781893,243
28771,39.936102236421725,313
28789,47.926267281105986,217
28841,49.54545454545455,220
29229,44.303797468354425,316
29289,68.57142857142857,35
29397,40.0611620795107,327
29470,42.20532319391635,263
29490,33.82663847780127,473
29693,40.25157232704403,318
29696,39.541547277936964,349
29755,45.689655172413794,348
29789,47.11111111111111,225
29905,31.456953642384107,302
29959,45.58404558404558,351
30159,42.93785310734463,354
30584,35.18072289156626,415
30668,37.65432098765432,324
31117,37.6865671641791,268
31135,35.83617747440273,293
31544,44.957983193277315,238
31650,41.47727272727273,352
31998,37.94117647058823,340
32073,48.89502762430939,362
32629,33.33333333333333,285
32672,49.39467312348668,413
32900,52.715654952076676,313
32922,61.44578313253012,166
33102,46.79802955665024,203
33745,49.44649446494465,271
33811,31.626506024096386,332
33857,36.684782608695656,368
33973,48.927038626609445,233
34125,31.830238726790448,377
34393,40.75342465753425,292
34566,38.88888888888889,234
35061,45.482866043613704,321
35220,41.612903225806456,310
35420,42.59927797833935,277
35548,49.48096885813148,289
35820,41.75084175084175,297
35950,34.93975903614458,332
35984,45.94594594594595,333
36056,40.887850467289724,428
36239,39.285714285714285,364
36300,39.8406374501992,251
36328,39.27272727272727,275
36413,44.41176470588235,340
36602,38.71794871794872,390
36663,36.17647058823529,340
36673,39.41018766756032,373
36833,52.34042553191489,235
37662,36.5296803652968,438
37703,36.28048780487805,328
37807,50.378787878787875,264
38070,49.44134078212291,358
38209,35.65022421524663,446
38221,42.810457516339866,306
38535,50.16722408026756,299
38571,45.16129032258064,310
38653,49.152542372881356,177
38979,42.567567567567565,296
38980,31.746031746031743,315
38991,40.92409240924093,303
39030,51.09489051094891,274
39189,57.51633986928104,153
39532,40.80717488789238,223
40209,35.61946902654867,452
40378,38.92215568862276,334
40422,46.46153846153846,325
40554,45.26066350710901,422
40863,44.109589041095894,365
41232,36.79245283018868,424
41419,38.63636363636363,352
41427,29.82885085574572,409
41809,30.985915492957744,213
41900,51.955307262569825,179
42310,41.83673469387755,294
42592,41.947565543071164,267
42600,44.62540716612378,307
42738,43.49593495934959,246
42760,46.41744548286604,321
43112,36.0,350
43322,38.74643874643874,351
43558,49.2,250
43677,41.338582677165356,254
43685,36.23693379790941,287
43771,42.10526315789473,323
44062,37.308868501529055,327
44162,47.82608695652174,299
44565,43.646408839779006,181
44669,46.00638977635783,313
44804,27.881040892193308,269
44844,36.654804270462634,281
44961,40.3125,320
45134,44.30769230769231,325
45347,37.07165109034268,321
45353,35.43307086614173,254
45595,39.94490358126722,363
46209,36.607142857142854,336
46245,49.53846153846154,325
46266,34.89736070381232,341
46344,40.794223826714806,277
46596,39.89071038251366,366
46768,29.411764705882355,306
46776,46.320346320346324,231
46827,39.39393939393939,297
46849,33.440514469453376,311
47554,42.52199413489736,341
47790,42.637362637362635,455
47814,41.726618705035975,278
47853,57.80346820809249,173
47916,34.166666666666664,240
48684,43.067846607669615,339
48734,34.41558441558442,308
48984,43.35443037974683,316
49636,36.82170542635659,258
49823,43.55400696864111,287
50082,41.19402985074627,335
50229,38.02395209580838,334
50710,40.74074074074074,351
50865,39.04109589041096,292
50958,32.285714285714285,350
51386,34.45945945945946,296
51757,44.927536231884055,276
51759,44.0,300
52054,48.048048048048045,333
52063,43.14868804664723,343
52674,50.18587360594795,269
52951,43.25153374233129,326
53993,32.01320132013201,303
54026,42.857142857142854,308
54118,43.79562043795621,274
54162,50.526315789473685,190
54191,35.35911602209944,362
54260,36.84210526315789,323
54366,41.943127962085306,422
54377,36.9928400954654,419
54396,40.72948328267477,329
54482,48.46938775510204,196
54719,41.150442477876105,226
54915,44.60966542750929,269
54939,40.1294498381877,309
55034,38.17663817663818,351
55403,37.00787401574803,254
55565,52.17391304347826,230
55857,37.5,344
55923,52.715654952076676,313
55925,42.944785276073624,326
56222,34.276729559748425,318
56282,34.89583333333333,192
56736,50.56603773584906,265
56782,42.443729903536976,311
56963,43.19526627218935,338
57409,37.87375415282392,301
57433,49.549549549549546,333
57452,36.76470588235294,340
57604,38.53503184713376,314
57752,42.592592592592595,378
57757,43.97163120567376,282
58395,36.76470588235294,340
58551,44.20062695924764,319
58832,44.14414414414414,333
58916,43.56435643564357,303
59053,36.933797909407666,287
59485,50.609756097560975,164
59730,44.38202247191011,178
59819,43.46153846153846,260
59848,26.578073089701,301
59983,46.45390070921986,282
60059,46.85314685314685,286
60162,32.525252525252526,495
60196,44.230769230769226,312
60595,49.35622317596567,233
60670,40.830449826989614,289
60713,44.27710843373494,332
60738,41.86046511627907,301
61030,36.883116883116884,385
61190,39.46587537091988,337
61275,47.63948497854077,233
61450,38.90675241157556,311
61529,34.91620111731844,358
61765,51.59235668789809,157
61847,43.10850439882698,341
61870,47.41379310344828,116
62188,44.85981308411215,321
62374,36.156351791530945,307
62447,45.88607594936709,316
62820,44.559585492227974,386
63040,34.66666666666667,375
63189,41.230068337129836,439
63277,45.21739130434783,230
63578,52.112676056338024,213
63719,36.22559652928417,461
64009,27.340823970037455,534
64171,46.15384615384615,299
65339,41.10787172011662,343
65345,46.53739612188366,361
65506,40.19292604501607,311
65734,41.95804195804196,429
65865,41.10169491525424,236
65870,48.16326530612245,245
65877,27.586206896551722,290
66028,34.42622950819672,305
66233,45.2991452991453,351
66235,42.65734265734265,286
66530,37.54045307443366,309
66589,46.08150470219436,319
66592,50.48543689320388,206
67035,35.8974358974359,429
67062,39.62765957446808,376
67123,42.71523178807947,302
67346,43.51585014409222,347
67471,41.35021097046413,237
67639,29.66101694915254,354
67805,35.374149659863946,294
67816,32.27383863080684,409
68157,49.831649831649834,297
68582,38.12709030100335,299
68592,39.05429071803853,571
68678,40.35608308605341,337
68739,26.10619469026549,452
69111,49.56772334293948,347
69177,60.86956521739131,184
69255,33.33333333333333,315
69393,36.342592592592595,432
69491,39.25233644859813,321
69510,37.45819397993311,299
70027,35.72984749455338,459
70247,36.33802816901409,355
70330,38.33865814696485,313
70397,37.94871794871795,195
70619,42.60355029585799,338
70644,43.154761904761905,336
70661,41.98250728862974,343
70824,45.2513966480447,179
70965,57.09090909090909,275
71654,36.82795698924731,372
72063,45.928338762214985,307
72083,45.68345323741007,278
72114,41.090909090909086,275
72320,42.41379310344828,290
72376,41.77215189873418,237
73082,45.481049562682216,343
73163,39.59390862944163,394
73212,31.88854489164087,323
73222,49.22279792746114,193
73297,36.332179930795846,289
73427,41.04938271604938,324
73501,46.78111587982833,233
73721,42.2360248447205,322
74281,53.63128491620112,179
74297,40.16393442622951,366
74452,37.5,360
74580,39.39393939393939,231
74820,43.2,375
74903,46.785714285714285,280
75381,41.082802547770704,314
75868,29.48717948717949,234
76005,49.31506849315068,292
76152,35.92017738359202,451
76434,45.70552147239264,326
76547,42.97082228116711,377
76614,45.19230769230769,312
76666,38.392857142857146,336
76831,41.29692832764505,293
76891,37.71626297577855,289
77255,38.93805309734513,339
77388,38.019169329073485,313
77621,38.58520900321543,311
77838,42.151162790697676,344
78009,38.141025641025635,312
78264,44.23676012461059,321
78400,39.42857142857143,350
78609,40.20618556701031,291
78794,39.78102189781022,274
78935,35.12658227848101,316
79025,42.765273311897104,311
79211,45.426829268292686,328
79224,33.67768595041322,484
79442,37.142857142857146,315
79595,45.662100456621005,219
79709,36.3265306122449,490
79816,47.53363228699551,223
79837,37.84860557768924,502
79842,36.17647058823529,340
79990,46.194225721784775,381
80920,37.27598566308244,279
81218,57.324840764331206,157
81227,32.70440251572327,318
81437,41.648106904231625,449
81507,40.041928721174,477
81735,30.69053708439898,391
81824,34.463276836158194,354
82006,48.275862068965516,319
82026,38.32752613240418,287
82120,39.54248366013072,306
82613,48.297213622291025,323
82993,40.0,320
83182,43.87096774193549,310
83187,47.194719471947195,303
83250,31.36,625
83310,37.85488958990536,317
83587,47.682119205298015,302
83615,39.91769547325103,486
83874,39.73063973063973,297
84002,43.58288770053476,374
84139,39.75903614457831,249
84242,46.24277456647399,346
84459,40.4320987654321,324
84753,43.35839598997494,399
84912,55.50847457627118,236
85022,36.95090439276486,387
85142,49.51456310679612,309
86347,45.5026455026455,378
86771,40.229885057471265,261
86821,47.53086419753087,324
87087,41.48936170212766,188
87097,36.734693877551024,294
87101,28.502415458937197,414
87161,43.06049822064057,281
87463,33.05084745762712,354
88000,43.35664335664335,286
88141,40.345821325648416,347
88199,38.92617449664429,298
88202,49.11504424778761,226
88244,37.87234042553192,470
88310,36.43724696356275,247
88445,48.56230031948881,313
88622,37.631578947368425,380
89547,34.46475195822455,383
89643,48.52459016393443,305
89860,47.61904761904761,210
89885,35.97122302158273,417
89896,46.5625,320
90472,46.03174603174603,315
90750,30.418250950570343,526
90951,48.38709677419355,372
91268,39.09090909090909,330
91681,43.169398907103826,183
91899,32.78145695364238,302
91965,36.103896103896105,385
92230,39.30635838150289,346
92842,54.736842105263165,190
92904,49.760765550239235,209
93143,54.46428571428571,336
93531,37.2168284789644,309
93566,42.35588972431078,399
93909,43.712574850299404,334
94274,51.42857142857142,245
94398,43.684210526315795,190
94426,36.16438356164384,365
94633,47.950819672131146,244
94655,36.69064748201439,278
94768,49.66216216216216,296
95152,34.900990099009896,404
95244,47.355769230769226,416
95406,42.12328767123288,292
95457,45.87458745874587,303
95466,50.318471337579616,314
95508,42.13649851632047,337
95789,44.6875,320
95826,40.74074074074074,351
95939,35.83061889250814,307
96033,38.74538745387454,271
96321,40.57142857142857,350
96404,34.60490463215259,367
96442,48.93617021276596,329
96578,45.42253521126761,284
96909,35.85526315789473,304
97031,39.6551724137931,290
97192,43.03030303030303,330
97262,48.95833333333333,192
98093,47.32142857142857,336
98215,34.9862258953168,363
98264,43.44827586206896,290
98336,41.19318181818182,352
98497,46.59400544959128,367
98534,45.98070739549839,311
98551,44.537815126050425,238
98579,42.62295081967213,183
98747,42.66211604095563,293
98792,45.09803921568628,255
98897,34.42622950819672,305
99231,50.57142857142857,350
99372,30.37542662116041,293
99527,45.06172839506173,324
100021,51.32743362831859,113
100082,35.86626139817629,329
100101,38.30409356725146,342
100132,43.75,240
100188,60.902255639097746,133
100202,47.27272727272727,330
100336,55.092592592592595,216
100416,39.811912225705335,319
100483,35.35031847133758,314
100513,40.894568690095845,313
100625,44.5,200
100691,41.43426294820717,251
100765,37.60330578512397,484
100791,43.098591549295776,355
101001,39.77900552486188,362
101063,40.53156146179402,301
101126,44.85049833887043,301
101267,43.13725490196079,306
101556,34.57711442786069,402
101568,31.47751605995717,467
101765,32.19895287958115,382
102061,45.93023255813954,344
102297,54.40414507772021,193
102489,30.18867924528302,477
102535,44.651162790697676,215
102695,47.540983606557376,183
102872,46.913580246913575,243
102895,30.405405405405407,444
103189,36.25730994152047,342
103424,38.18181818181819,385
103545,45.843828715365234,397
103759,44.19263456090651,353
103840,30.985915492957744,142
103851,43.53312302839117,317
104080,36.502546689303905,589
104261,41.11498257839721,287
104344,39.882697947214076,341
104396,43.225806451612904,310
104414,45.20547945205479,219
104610,43.0,200
104726,38.51132686084142,309
104767,59.57446808510638,47
104807,41.810344827586206,232
104896,32.01320132013201,303
104966,36.281179138321995,441
105061,29.941860465116278,344
105101,46.808510638297875,235
105159,40.59701492537313,335
105179,40.8296943231441,458
105202,41.2568306010929,366
105218,38.78116343490305,361
105219,43.417366946778714,357
105390,41.84615384615385,325
105404,53.30396475770925,227
105546,40.05681818181818,352
105670,57.89473684210527,76
105677,41.91919191919192,198
105779,45.33333333333333,225
105815,41.02564102564102,312
105893,44.64944649446495,271
105955,34.13333333333333,375
105974,37.29372937293729,303
106007,38.65336658354115,401
106022,44.41087613293052,331
106055,45.38745387453875,271
106214,41.05263157894737,285
106467,41.49377593360996,241
106547,49.850746268656714,335
106584,41.692789968652036,319
106586,40.853658536585364,328
106724,44.09722222222222,288
106772,40.099009900990104,404
106793,45.65217391304348,322
106895,36.13861386138614,404
107269,33.70786516853933,356
107338,47.95539033457249,269
107514,48.00995024875622,402
107740,44.14414414414414,222
107816,46.35761589403973,151
107980,45.593869731800766,261
108089,45.051194539249146,293
108094,39.62962962962963,270
108118,50.81967213114754,305
108214,37.388724035608305,337
108260,46.86192468619247,239
108264,40.20618556701031,388
108367,34.048257372654156,373
108543,46.56716417910447,335
108565,51.23674911660777,283
108625,37.83783783783784,333
108870,37.03703703703704,270
108871,40.519480519480524,385
108983,35.83959899749373,399
109011,51.272727272727266,275
109265,36.03603603603604,333
109326,42.5531914893617,329
109346,43.40277777777778,288
109364,43.529411764705884,425
109415,34.16289592760181,442
109578,32.21757322175732,239
109687,55.00000000000001,160
109774,51.955307262569825,179
109910,48.732394366197184,355
110026,48.78787878787879,330
110038,38.07829181494662,281
110274,45.06172839506173,324
110394,37.23958333333333,384
110423,35.876288659793815,485
110509,43.47826086956522,276
110637,43.0622009569378,209
111042,40.97859327217125,327
111230,34.38395415472779,349
111518,49.57627118644068,236
111532,43.873517786561266,253
111601,42.04204204204204,333
111649,37.10843373493976,415
111664,46.590909090909086,176
111701,46.875,288
111830,45.38461538461539,260
112005,34.87031700288185,347
112069,41.6403785488959,317
112115,44.84679665738162,359
112184,40.114613180515754,349
112269,48.10126582278481,316
112298,38.69047619047619,336
112315,40.97744360902256,266
112324,38.75598086124402,418
112333,39.80263157894737,304
112343,39.228295819935695,311
112494,43.956043956043956,182
112592,38.39009287925697,323
112715,39.52702702702703,296
112805,33.22147651006711,298
112845,75.0,44
112877,44.221105527638194,199
113010,47.0404984423676,321
113036,47.76119402985074,268
113267,32.88135593220339,295
113320,40.845070422535215,284
113518,49.473684210526315,285
113678,36.31123919308357,347
113858,34.954407294832826,329
114120,29.08496732026144,306
114142,36.102236421725244,313
114151,60.37735849056604,212
114219,42.14876033057851,242
114296,44.89795918367347,343
114410,51.533742331288344,163
114502,53.67647058823529,136
114592,48.214285714285715,336
114632,36.75496688741722,302
114679,43.611111111111114,360
114752,49.049429657794676,263
114803,32.047477744807125,337
114814,39.189189189189186,296
114907,25.925925925925924,351
115000,50.607287449392715,247
115009,37.19512195121951,328
115095,35.58282208588957,326
115131,39.42652329749104,279
115179,45.35809018567639,377
115374,46.02272727272727,176
115407,45.72490706319702,269
115435,40.78549848942598,331
115475,46.80232558139535,344
115526,41.35593220338983,295
115632,40.2027027027027,296
115743,38.23529411764706,340
115952,51.10410094637224,317
115956,37.66233766233766,385
116085,49.42857142857143,350
116281,40.469973890339425,383
116293,44.285714285714285,280
116322,39.85507246376812,138
116333,40.10152284263959,394
116465,49.340369393139845,379
116491,37.99019607843137,408
116604,38.333333333333336,300
116669,42.47787610619469,339
116813,42.73255813953488,344
116841,45.346062052505964,419
116952,37.71289537712895,411
117237,41.2751677852349,298
117293,36.36363636363637,319
117426,46.86648501362398,367
117434,36.38814016172507,371
117512,52.742616033755276,237
117940,34.79381443298969,388
118423,42.38805970149254,335
118490,37.159533073929964,514
118758,45.45454545454545,242
118886,39.14728682170542,258
119361,44.35028248587571,354
119667,45.878136200716845,279
119703,42.3469387755102,196
119900,38.36065573770492,305
119912,36.41025641025641,390
120103,41.69741697416974,271
120129,42.7027027027027,370
120142,42.971887550200805,249
120573,45.2991452991453,351
120610,43.42857142857143,350
120762,41.17647058823529,425
120793,57.249070631970255,269
120858,33.33333333333333,435
121005,43.11926605504588,327
121083,53.47222222222222,144
121142,48.93617021276596,141
121238,50.453172205438065,331
121295,42.36760124610592,321
121393,51.89873417721519,237
121551,41.10787172011662,343
122043,43.07692307692308,325
122164,34.38818565400844,474
122241,43.40425531914894,235
122553,47.47899159663865,238
122973,43.386243386243386,378
123556,40.51724137931034,348
123581,32.57328990228013,307
123588,42.857142857142854,294
123683,36.68341708542713,398
123885,49.53846153846154,325
123954,51.540616246498594,357
124000,40.142517814726844,421
124091,36.58536585365854,328
124473,37.30407523510972,319
124603,37.34567901234568,324
125037,52.159468438538205,301
125107,37.98701298701299,308
125347,52.63157894736842,209
125348,35.26315789473684,380
125439,47.83783783783784,370
125545,49.60317460317461,252
125704,31.790123456790127,324
125794,43.942992874109265,421
126012,45.03105590062112,322
127102,45.22292993630573,314
127154,37.362637362637365,455
127325,40.0,355
127595,39.20454545454545,352
127642,29.054054054054053,444
127656,41.77215189873418,316
127657,43.73259052924791,359
127866,49.07749077490775,271
128033,47.43589743589743,312
128563,40.36144578313253,332
128690,33.96825396825397,315
128748,29.47368421052631,475
128798,37.170263788968825,417
128987,46.963562753036435,247
129159,42.74406332453825,379
129269,40.06622516556291,302
129378,54.49438202247191,178
129424,49.583333333333336,240
129659,37.86764705882353,272
129964,43.278688524590166,305
130215,41.690140845070424,355
130222,39.87915407854985,331
130429,53.06122448979592,98
131059,37.32876712328767,292
131064,38.12709030100335,299
131324,48.756218905472636,201
131717,46.85314685314685,286
131838,39.63963963963964,333
132028,46.22356495468278,331
132359,40.6015037593985,266
132480,69.56521739130434,69
132694,38.48684210526316,304
133115,43.75,320
133459,38.70056497175141,354
133656,35.86497890295359,237
133707,43.962848297213625,323
133858,31.97278911564626,294
133862,43.09764309764309,297
133902,38.782051282051285,312
134339,51.13122171945701,221
134469,43.9344262295082,305
135062,43.3048433048433,351
135078,44.67353951890035,291
135427,47.16417910447761,335
135448,41.0,300
135719,35.55555555555556,315
136035,35.0210970464135,237
136109,44.0251572327044,318
136161,45.01607717041801,311
136235,38.79093198992443,397
136346,43.82022471910113,356
136505,46.71280276816609,289
137438,45.5026455026455,189
137466,39.61038961038961,308
137777,56.8,125
138075,43.53448275862069,232
138102,37.33681462140992,383
138335,44.65408805031446,159
138562,33.573141486810556,417
138585,31.016042780748666,374
138619,43.77104377104377,297
138925,33.33333333333333,402
138942,50.0,264
139004,40.85106382978723,470
139027,34.714003944773175,507
139094,39.937106918238996,318
139132,43.309859154929576,284
139316,40.35087719298245,399
139592,43.465909090909086,352
139743,38.05104408352668,431
139819,41.01123595505618,534
139820,34.74576271186441,354
139883,46.58634538152611,249
139949,44.21052631578947,285
140055,46.25407166123778,307
140184,39.75535168195719,327
140614,48.126801152737755,347
140637,45.559845559845556,259
141346,45.75342465753425,365
141405,33.608815426997246,363
141650,38.759689922480625,258
141811,49.84709480122324,327
142114,35.34743202416919,331
142576,42.65232974910394,279
142642,35.294117647058826,136
142685,43.69158878504673,428
142991,39.55431754874652,359
143306,36.43617021276596,376
143563,34.93150684931507,292
143780,43.96551724137931,348
143785,38.4083044982699,289
144045,57.831325301204814,83
144050,33.77049180327869,305
144209,34.72222222222222,360
144375,49.07063197026022,269
144418,34.78260869565217,322
144629,39.02439024390244,369
144911,34.3042071197411,309
144990,32.88409703504043,371
144997,55.35714285714286,168
145496,35.8974358974359,624
145529,51.737451737451735,259
145580,37.77777777777778,315
145644,48.75,160
145666,32.93413173652694,167
145752,41.70984455958549,386
146183,45.141065830721004,319
146304,48.01324503311258,302
146456,36.59942363112392,347
146632,50.42016806722689,238
146778,36.904761904761905,252
147236,47.63779527559055,254
147353,37.704918032786885,427
147597,43.45794392523364,214
147680,33.42391304347826,368
147799,38.559322033898304,236
148079,52.25225225225225,333
148182,47.019867549668874,302
148625,41.86046511627907,301
148941,34.23913043478261,368
148958,47.687861271676304,346
148959,40.0,275
149081,42.805755395683455,278
149358,50.476190476190474,210
149591,39.71119133574007,277
149636,42.025862068965516,464
149753,45.60260586319218,307
149929,50.9009009009009,222
150180,35.44973544973545,378
150357,46.28378378378378,296
150717,37.61755485893417,319
151130,42.90909090909091,275
152045,46.440677966101696,295
152157,43.42105263157895,380
152549,37.63066202090592,287
152801,43.09701492537313,536
153098,42.679127725856695,321
153137,43.9873417721519,316
153243,53.84615384615385,169
153482,43.956043956043956,273
154213,44.150110375275936,453
154270,44.91017964071856,167
154368,39.76945244956772,347
154540,38.06818181818182,352
154577,42.81842818428184,369
154878,44.44444444444444,207
155044,53.36538461538461,208
155157,37.34939759036144,332
155400,45.182724252491695,301
155456,42.17252396166134,313
155724,43.529411764705884,255
155871,43.62017804154303,337
156321,40.54878048780488,328
156340,38.88888888888889,306
156373,54.112554112554115,231
156421,47.093023255813954,172
156593,34.05275779376499,417
156740,44.67005076142132,197
156787,37.264150943396224,424
156852,56.2753036437247,247
157037,41.76136363636363,352
157059,51.26050420168067,119
157324,51.08695652173913,184
157344,45.01510574018127,331
158423,41.12903225806452,248
158436,50.43478260869565,230
158696,32.55131964809384,341
159000,32.58064516129032,310
159190,54.04040404040404,198
159561,34.66666666666667,300
159607,49.63768115942029,276
159620,45.06172839506173,324
159646,58.0246913580247,81
159928,44.336569579288025,309
160039,37.45819397993311,299
160123,37.65690376569037,239
160180,46.15384615384615,403
160348,36.91756272401434,279
160704,41.714285714285715,175
160966,34.36426116838488,291
161060,45.535714285714285,336
161127,27.089337175792505,347
161171,32.01320132013201,303
161213,43.24324324324324,333
161486,41.124260355029584,338
161488,46.273291925465834,322
161656,43.85474860335196,358
161744,32.34501347708895,371
161841,39.71631205673759,282
161963,41.62436548223351,197
162205,38.770053475935825,374
162238,29.955947136563875,454
162520,33.68421052631579,380
162639,41.509433962264154,371
162684,43.727598566308245,279
162705,45.81497797356828,227
162903,39.90719257540603,431
163080,52.071005917159766,169
163161,50.81967213114754,183
163264,46.590909090909086,176
163355,33.860759493670884,316
163379,31.428571428571427,280
163513,43.042071197411005,309
163634,54.406130268199234,261
163700,42.09445585215606,487
163781,40.705128205128204,312
163967,36.36363636363637,407
164044,42.1455938697318,261
164135,41.509433962264154,371
164138,37.12871287128713,404
164202,50.17301038062284,289
164339,43.89438943894389,303
164537,37.55656108597285,442
164538,40.643274853801174,342
164634,23.549488054607508,293
164635,46.60633484162896,221
164665,47.241379310344826,290
164741,42.52577319587629,388
165228,35.62091503267974,306
165310,40.4040404040404,297
165486,41.9753086419753,162
165771,48.987854251012145,247
165810,38.059701492537314,402
166227,36.8,250
166467,32.56578947368421,304
166730,37.99392097264438,329
166763,43.161094224924014,329
166869,27.96420581655481,447
167020,41.06583072100313,319
167094,40.0,245
167234,34.62897526501767,283
167252,49.166666666666664,120
167338,33.68421052631579,380
167396,36.65689149560117,341
167549,46.496815286624205,314
167685,49.22600619195047,323
167761,36.26373626373626,273
167762,45.614035087719294,228
167937,49.70414201183432,169
168021,34.831460674157306,534
168441,54.21245421245421,273
168751,37.44493392070485,454
168891,39.04109589041096,292
168968,40.298507462686565,402
169025,50.177935943060504,281
169119,37.282229965156795,287
169678,39.8576512455516,281
169720,37.25910064239829,467
169742,42.9054054054054,296
169809,39.79328165374677,387
170042,33.42175066312997,377
170055,35.53459119496855,318
170241,44.743276283618584,409
170423,41.47909967845659,311
170743,38.53211009174312,218
170995,31.693989071038253,366
171011,43.513513513513516,370
171096,41.66666666666667,228
171218,46.29080118694362,337
171574,39.08045977011494,261
172016,45.48611111111111,288
172316,43.95280235988201,339
172351,48.0,275
172423,37.52969121140142,421
172701,38.23529411764706,238
172746,38.46153846153847,351
172943,42.71523178807947,302
173335,41.19106699751861,403
173502,42.17687074829932,294
173596,44.63519313304721,233
173637,35.51912568306011,366
174125,48.014440433213,277
174325,40.24024024024024,333
174464,38.88888888888889,252
174491,48.226950354609926,282
174588,33.68421052631579,380
174723,40.816326530612244,343
174727,34.84848484848485,330
174779,48.660714285714285,224
175264,41.711229946524064,374
175498,53.16901408450704,284
175776,48.07017543859649,285
176012,42.81609195402299,348
176054,43.54838709677419,310
176239,35.96491228070175,342
176389,37.01298701298701,308
176501,35.65891472868217,387
176669,52.17391304347826,322
176704,31.502890173410403,346
176746,49.30555555555556,288
176852,33.97435897435898,312
177119,40.909090909090914,330
177381,37.898089171974526,314
177606,49.38650306748466,326
178041,35.09316770186335,322
