file,ERR,V,SV,VS,OV,VO,SVO,SOV,OSV,OVS,VSO,VOS
4519,0.08333333333333333,0.25,0.08333333333333333,0.0,0.0,0.08333333333333333,0.5,0.0,0.0,0.0,0.0,0.0
4750,0.1,0.0,0.55,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.05,0.0
4837,0.0,0.13333333333333333,0.5333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
4955,0.0,0.058823529411764705,0.35294117647058826,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0
5105,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5301,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
5308,0.0,0.07692307692307693,0.38461538461538464,0.0,0.23076923076923078,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0
5497,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.4166666666666667,0.0,0.08333333333333333,0.0,0.0,0.0
5565,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
6324,0.0,0.25,0.375,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0
6514,0.041666666666666664,0.0,0.3333333333333333,0.0,0.0,0.041666666666666664,0.5833333333333334,0.0,0.0,0.0,0.0,0.0
6614,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.0,0.0,0.045454545454545456,0.4090909090909091,0.0,0.045454545454545456,0.0,0.0,0.0
6736,0.0,0.0,0.4782608695652174,0.0,0.0,0.043478260869565216,0.43478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0
6767,0.13333333333333333,0.2,0.2,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0
7406,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
7748,0.07692307692307693,0.0,0.6153846153846154,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0
7965,0.07692307692307693,0.0,0.5384615384615384,0.0,0.0,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
7998,0.0,0.125,0.2916666666666667,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0
8117,0.05263157894736842,0.05263157894736842,0.3157894736842105,0.0,0.05263157894736842,0.15789473684210525,0.3684210526315789,0.0,0.0,0.0,0.0,0.0
8482,0.0,0.1111111111111111,0.3888888888888889,0.0,0.05555555555555555,0.05555555555555555,0.3888888888888889,0.0,0.0,0.0,0.0,0.0
8677,0.0,0.13333333333333333,0.4,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0
8817,0.0,0.05263157894736842,0.631578947368421,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0
8966,0.0,0.0,0.5,0.0,0.125,0.0625,0.3125,0.0,0.0,0.0,0.0,0.0
9006,0.058823529411764705,0.11764705882352941,0.35294117647058826,0.0,0.0,0.058823529411764705,0.4117647058823529,0.0,0.0,0.0,0.0,0.0
9024,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0
9329,0.058823529411764705,0.11764705882352941,0.5882352941176471,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0
9443,0.0,0.08333333333333333,0.4166666666666667,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
9928,0.05263157894736842,0.15789473684210525,0.3684210526315789,0.0,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0
10017,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.05555555555555555,0.5,0.0,0.0,0.0,0.0,0.0
10081,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.631578947368421,0.0,0.10526315789473684,0.0,0.0,0.0
10215,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
10226,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0
10229,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0
10345,0.0,0.18181818181818182,0.3181818181818182,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
10392,0.043478260869565216,0.043478260869565216,0.34782608695652173,0.0,0.0,0.043478260869565216,0.4782608695652174,0.0,0.043478260869565216,0.0,0.0,0.0
10417,0.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.35714285714285715,0.0,0.07142857142857142,0.0,0.0,0.0
10445,0.0,0.11764705882352941,0.4117647058823529,0.0,0.0,0.0,0.4117647058823529,0.0,0.058823529411764705,0.0,0.0,0.0
10535,0.0,0.05,0.55,0.0,0.05,0.0,0.35,0.0,0.0,0.0,0.0,0.0
10641,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.0,0.0,0.0,0.4117647058823529,0.058823529411764705,0.0,0.0,0.0,0.0
10670,0.0,0.04,0.36,0.04,0.0,0.0,0.52,0.0,0.04,0.0,0.0,0.0
10769,0.0,0.3333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.25,0.0,0.08333333333333333,0.0,0.0,0.0
11203,0.0,0.05263157894736842,0.3157894736842105,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0
11347,0.04,0.12,0.32,0.0,0.0,0.04,0.48,0.0,0.0,0.0,0.0,0.0
11353,0.0,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.7222222222222222,0.0,0.0,0.0,0.0,0.0
11425,0.0,0.05263157894736842,0.47368421052631576,0.0,0.0,0.05263157894736842,0.3157894736842105,0.0,0.10526315789473684,0.0,0.0,0.0
11557,0.0,0.19047619047619047,0.5238095238095238,0.0,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.0,0.0,0.0,0.0,0.0
11566,0.0,0.25,0.3333333333333333,0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
11580,0.05263157894736842,0.21052631578947367,0.3684210526315789,0.0,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0
11632,0.0,0.09090909090909091,0.2727272727272727,0.0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
11644,0.041666666666666664,0.125,0.4583333333333333,0.0,0.0,0.08333333333333333,0.25,0.041666666666666664,0.0,0.0,0.0,0.0
11717,0.05,0.3,0.4,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0
11923,0.1,0.1,0.45,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0
12015,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.0,0.09090909090909091,0.0,0.0,0.0
12040,0.0,0.125,0.375,0.0,0.0,0.375,0.125,0.0,0.0,0.0,0.0,0.0
12072,0.06666666666666667,0.13333333333333333,0.5333333333333333,0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.0,0.0,0.0
12130,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12410,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.0,0.0,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
12533,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
12600,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.0,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
12731,0.0,0.23529411764705882,0.17647058823529413,0.0,0.0,0.058823529411764705,0.5294117647058824,0.0,0.0,0.0,0.0,0.0
12779,0.07692307692307693,0.07692307692307693,0.38461538461538464,0.0,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,0.07692307692307693,0.0,0.0
13148,0.05555555555555555,0.0,0.5,0.0,0.0,0.05555555555555555,0.3333333333333333,0.0,0.05555555555555555,0.0,0.0,0.0
13194,0.05555555555555555,0.1111111111111111,0.2777777777777778,0.0,0.0,0.05555555555555555,0.5,0.0,0.0,0.0,0.0,0.0
13210,0.05,0.0,0.2,0.0,0.0,0.15,0.6,0.0,0.0,0.0,0.0,0.0
13940,0.0,0.07142857142857142,0.39285714285714285,0.0,0.0,0.0,0.5,0.0,0.03571428571428571,0.0,0.0,0.0
14157,0.0,0.09523809523809523,0.3333333333333333,0.0,0.0,0.047619047619047616,0.47619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0
14163,0.15384615384615385,0.0,0.46153846153846156,0.0,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0
14288,0.0,0.0,0.6,0.0,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
14382,0.0,0.0,0.6,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0
14397,0.058823529411764705,0.23529411764705882,0.35294117647058826,0.0,0.0,0.058823529411764705,0.29411764705882354,0.0,0.0,0.0,0.0,0.0
14471,0.0,0.07692307692307693,0.46153846153846156,0.0,0.0,0.0,0.4230769230769231,0.0,0.038461538461538464,0.0,0.0,0.0
15340,0.0,0.058823529411764705,0.23529411764705882,0.0,0.058823529411764705,0.0,0.5882352941176471,0.0,0.058823529411764705,0.0,0.0,0.0
15663,0.05,0.0,0.2,0.05,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0
16003,0.0,0.21428571428571427,0.5,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
16038,0.125,0.125,0.25,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.0
16073,0.09523809523809523,0.14285714285714285,0.38095238095238093,0.0,0.0,0.047619047619047616,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
16793,0.0,0.05,0.3,0.05,0.0,0.05,0.5,0.0,0.05,0.0,0.0,0.0
17339,0.0,0.125,0.3125,0.0,0.0625,0.0625,0.4375,0.0,0.0,0.0,0.0,0.0
17807,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
17845,0.0,0.14285714285714285,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
18090,0.0625,0.0,0.125,0.0,0.0625,0.0625,0.6875,0.0,0.0,0.0,0.0,0.0
18443,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0
18553,0.0,0.08,0.4,0.0,0.0,0.04,0.48,0.0,0.0,0.0,0.0,0.0
18589,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.0,0.058823529411764705,0.17647058823529413,0.35294117647058826,0.0,0.0,0.0,0.0,0.0
18618,0.045454545454545456,0.13636363636363635,0.36363636363636365,0.0,0.0,0.09090909090909091,0.3181818181818182,0.0,0.045454545454545456,0.0,0.0,0.0
18690,0.0,0.13636363636363635,0.5,0.0,0.0,0.0,0.3181818181818182,0.045454545454545456,0.0,0.0,0.0,0.0
18772,0.034482758620689655,0.10344827586206896,0.3448275862068966,0.0,0.0,0.034482758620689655,0.4827586206896552,0.0,0.0,0.0,0.0,0.0
18783,0.0,0.09090909090909091,0.45454545454545453,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0
18970,0.0,0.05,0.35,0.0,0.0,0.05,0.5,0.0,0.05,0.0,0.0,0.0
19280,0.0,0.11764705882352941,0.5882352941176471,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0
19812,0.0,0.07692307692307693,0.3076923076923077,0.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0,0.15384615384615385,0.0,0.0,0.0
19982,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
20023,0.0,0.13333333333333333,0.5333333333333333,0.0,0.0,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.0
20063,0.0,0.08333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.0
20156,0.0,0.0,0.4375,0.0,0.0625,0.0,0.375,0.0,0.125,0.0,0.0,0.0
20376,0.0,0.05,0.15,0.0,0.05,0.0,0.6,0.0,0.15,0.0,0.0,0.0
20400,0.05,0.3,0.25,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0
21007,0.0,0.13333333333333333,0.5333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
21052,0.0,0.19047619047619047,0.47619047619047616,0.0,0.0,0.047619047619047616,0.23809523809523808,0.0,0.047619047619047616,0.0,0.0,0.0
21310,0.0,0.0,0.5555555555555556,0.0,0.0,0.05555555555555555,0.3333333333333333,0.0,0.05555555555555555,0.0,0.0,0.0
21595,0.125,0.0625,0.25,0.0,0.0,0.125,0.3125,0.0,0.125,0.0,0.0,0.0
21598,0.0,0.07692307692307693,0.46153846153846156,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0
22025,0.0,0.05555555555555555,0.6111111111111112,0.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
22056,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
22249,0.0,0.1875,0.125,0.0,0.0625,0.0,0.625,0.0,0.0,0.0,0.0,0.0
22394,0.0,0.14814814814814814,0.5185185185185185,0.0,0.0,0.0,0.2962962962962963,0.0,0.037037037037037035,0.0,0.0,0.0
22549,0.0,0.16666666666666666,0.2777777777777778,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
22597,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0
22698,0.0,0.12,0.24,0.0,0.04,0.12,0.36,0.0,0.12,0.0,0.0,0.0
22919,0.0,0.06666666666666667,0.7333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
23062,0.0,0.11764705882352941,0.35294117647058826,0.0,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.0,0.0,0.0,0.0,0.0
23175,0.0,0.08,0.32,0.0,0.12,0.08,0.4,0.0,0.0,0.0,0.0,0.0
23291,0.08695652173913043,0.13043478260869565,0.30434782608695654,0.0,0.043478260869565216,0.043478260869565216,0.391304347826087,0.0,0.0,0.0,0.0,0.0
23292,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.0,0.07692307692307693,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0
23684,0.0,0.041666666666666664,0.3333333333333333,0.0,0.041666666666666664,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0
23897,0.0625,0.125,0.5625,0.0625,0.0,0.0625,0.125,0.0,0.0,0.0,0.0,0.0
23925,0.0,0.25,0.4375,0.0,0.0,0.0625,0.25,0.0,0.0,0.0,0.0,0.0
23976,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.38461538461538464,0.0,0.07692307692307693,0.0,0.0,0.0
24202,0.047619047619047616,0.047619047619047616,0.47619047619047616,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
24266,0.0,0.23076923076923078,0.38461538461538464,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0
24312,0.037037037037037035,0.07407407407407407,0.25925925925925924,0.0,0.07407407407407407,0.07407407407407407,0.4444444444444444,0.0,0.037037037037037035,0.0,0.0,0.0
24427,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.0,0.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0
24514,0.11764705882352941,0.17647058823529413,0.35294117647058826,0.0,0.0,0.058823529411764705,0.29411764705882354,0.0,0.0,0.0,0.0,0.0
24637,0.0,0.25,0.25,0.0,0.0,0.0,0.4375,0.0,0.0,0.0625,0.0,0.0
24975,0.0,0.29411764705882354,0.47058823529411764,0.0,0.058823529411764705,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0
25063,0.0,0.0,0.47058823529411764,0.0,0.0,0.11764705882352941,0.4117647058823529,0.0,0.0,0.0,0.0,0.0
25431,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
25554,0.1,0.0,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
25841,0.0,0.3125,0.375,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0
25867,0.16666666666666666,0.08333333333333333,0.4583333333333333,0.0,0.041666666666666664,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,0.0,0.0
25948,0.0,0.09523809523809523,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.0,0.047619047619047616,0.0,0.0,0.0
26027,0.0,0.0,0.3888888888888889,0.0,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0
26125,0.05263157894736842,0.21052631578947367,0.3684210526315789,0.0,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0
26388,0.0,0.19047619047619047,0.47619047619047616,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
26649,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0
26720,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0
26729,0.0,0.10526315789473684,0.47368421052631576,0.0,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0
26917,0.05555555555555555,0.16666666666666666,0.4444444444444444,0.0,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
27217,0.13636363636363635,0.09090909090909091,0.5,0.0,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.0,0.0,0.0,0.0,0.0
27234,0.047619047619047616,0.09523809523809523,0.3333333333333333,0.0,0.09523809523809523,0.0,0.38095238095238093,0.0,0.047619047619047616,0.0,0.0,0.0
27527,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0
28261,0.0,0.058823529411764705,0.6470588235294118,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0
28364,0.0625,0.0,0.3125,0.0,0.0,0.0625,0.5,0.0,0.0625,0.0,0.0,0.0
28471,0.0,0.1875,0.5,0.0625,0.0625,0.0625,0.125,0.0,0.0,0.0,0.0,0.0
28532,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
28557,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
28609,0.05,0.2,0.25,0.05,0.0,0.1,0.35,0.0,0.0,0.0,0.0,0.0
28610,0.06666666666666667,0.06666666666666667,0.4,0.0,0.0,0.06666666666666667,0.4,0.0,0.0,0.0,0.0,0.0
28771,0.05263157894736842,0.21052631578947367,0.3157894736842105,0.0,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0
28789,0.1,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
28841,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.36363636363636365,0.0,0.09090909090909091,0.0,0.0,0.0
29229,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0
29289,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29397,0.047619047619047616,0.047619047619047616,0.3333333333333333,0.0,0.0,0.047619047619047616,0.5238095238095238,0.0,0.0,0.0,0.0,0.0
29470,0.0,0.05263157894736842,0.3684210526315789,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,0.0,0.0,0.0
29490,0.0,0.09090909090909091,0.4090909090909091,0.045454545454545456,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
29693,0.058823529411764705,0.058823529411764705,0.47058823529411764,0.0,0.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0
29696,0.0,0.2,0.3333333333333333,0.0,0.0,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
29755,0.0,0.07692307692307693,0.5384615384615384,0.0,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.0,0.0
29789,0.0,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
29905,0.04,0.04,0.24,0.0,0.04,0.04,0.56,0.0,0.04,0.0,0.0,0.0
29959,0.09523809523809523,0.047619047619047616,0.19047619047619047,0.0,0.0,0.047619047619047616,0.6190476190476191,0.0,0.0,0.0,0.0,0.0
30159,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
30584,0.0,0.1,0.5,0.0,0.0,0.05,0.3,0.0,0.05,0.0,0.0,0.0
30668,0.0,0.058823529411764705,0.6470588235294118,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0
31117,0.0625,0.0625,0.3125,0.0,0.0,0.0,0.5,0.0,0.0625,0.0,0.0,0.0
31135,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0,0.0
31544,0.0,0.2857142857142857,0.21428571428571427,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
31650,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
31998,0.06666666666666667,0.06666666666666667,0.6,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0
32073,0.0,0.46153846153846156,0.23076923076923078,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
32629,0.0,0.08333333333333333,0.6666666666666666,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
32672,0.0,0.05263157894736842,0.47368421052631576,0.05263157894736842,0.0,0.05263157894736842,0.3157894736842105,0.0,0.05263157894736842,0.0,0.0,0.0
32900,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
32922,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0
33102,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0
33745,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
33811,0.0625,0.125,0.25,0.0,0.0625,0.1875,0.3125,0.0,0.0,0.0,0.0,0.0
33857,0.0,0.0625,0.625,0.0,0.0,0.0625,0.1875,0.0,0.0625,0.0,0.0,0.0
33973,0.06666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
34125,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.4117647058823529,0.0,0.058823529411764705,0.0,0.0,0.0
34393,0.10526315789473684,0.05263157894736842,0.42105263157894735,0.0,0.0,0.0,0.3684210526315789,0.0,0.05263157894736842,0.0,0.0,0.0
34566,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
35061,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0
35220,0.0,0.07142857142857142,0.5714285714285714,0.0,0.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
35420,0.08695652173913043,0.08695652173913043,0.34782608695652173,0.0,0.0,0.043478260869565216,0.391304347826087,0.0,0.043478260869565216,0.0,0.0,0.0
35548,0.058823529411764705,0.11764705882352941,0.47058823529411764,0.0,0.0,0.058823529411764705,0.29411764705882354,0.0,0.0,0.0,0.0,0.0
35820,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0
35950,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0
35984,0.07142857142857142,0.0,0.35714285714285715,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
36056,0.0,0.0,0.2222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
36239,0.13333333333333333,0.13333333333333333,0.6,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
