# Response ID,Commas/Token,Periods/Token,Semicolons/Token,Colons/Token,Quotes/Token,Question Marks/Token
100202,0.10282776349614396,0.03598971722365039,0.0,0.0,0.0,0.0
1002453,0.06735751295336788,0.018134715025906734,0.0,0.0,0.0,0.0
1002561,0.025896414342629483,0.021912350597609563,0.0,0.0,0.0,0.0
1002761,0.017699115044247787,0.10619469026548672,0.0,0.0,0.0,0.0
1002932,0.01662049861495845,0.04986149584487535,0.0,0.0,0.0,0.002770083102493075
1002985,0.004405286343612335,0.05506607929515418,0.0,0.0,0.0,0.0
1003066,0.011461318051575931,0.04297994269340974,0.0,0.0028653295128939827,0.0,0.0
1003126,0.023746701846965697,0.044854881266490766,0.010554089709762533,0.002638522427440633,0.0,0.0
1003152,0.041666666666666664,0.019230769230769232,0.0,0.003205128205128205,0.0,0.0
1003222,0.03899721448467967,0.052924791086350974,0.0,0.0,0.0,0.0
1003331,0.05121293800539083,0.03504043126684636,0.0,0.0,0.0,0.0
100336,0.06882591093117409,0.04048582995951417,0.0,0.0,0.0,0.0
1003423,0.020512820512820513,0.05384615384615385,0.0,0.0,0.0,0.0
1003496,0.03205128205128205,0.041666666666666664,0.0,0.0,0.0,0.0
1003553,0.03048780487804878,0.039634146341463415,0.0,0.0,0.0,0.0
1003689,0.06263498920086392,0.04967602591792657,0.0,0.0,0.0,0.0
1003939,0.015306122448979591,0.02295918367346939,0.0,0.0,0.0,0.0
1004000,0.06493506493506493,0.05194805194805195,0.0,0.0,0.0,0.0
1004097,0.01730103806228374,0.06228373702422145,0.0,0.0034602076124567475,0.0,0.0
1004135,0.024193548387096774,0.056451612903225805,0.0,0.0,0.0,0.002688172043010753
100416,0.06371191135734072,0.027700831024930747,0.0,0.0,0.0,0.0
1004306,0.05511811023622047,0.049868766404199474,0.0,0.0,0.0,0.0
1004335,0.06060606060606061,0.04242424242424243,0.0,0.0,0.0,0.0030303030303030303
1004355,0.045317220543806644,0.04229607250755287,0.0,0.0,0.0,0.0
1004376,0.05172413793103448,0.021551724137931036,0.0,0.0,0.0,0.0
1004476,0.03273809523809524,0.044642857142857144,0.0,0.0,0.0,0.0
1004652,0.05278592375366569,0.04985337243401759,0.0,0.0,0.0,0.0
1004657,0.019455252918287938,0.05058365758754864,0.0,0.0038910505836575876,0.0,0.0
100483,0.03225806451612903,0.0469208211143695,0.0,0.0,0.0,0.0
1004862,0.033003300330033,0.0627062706270627,0.0,0.0,0.0,0.0
1004924,0.014319809069212411,0.0477326968973747,0.0,0.0,0.0,0.0
1005053,0.008620689655172414,0.05747126436781609,0.0,0.0,0.0,0.0
1005075,0.04081632653061224,0.03741496598639456,0.0,0.0,0.0,0.0
100513,0.020527859237536656,0.04985337243401759,0.0,0.0,0.0,0.0
1005142,0.029023746701846966,0.0395778364116095,0.0,0.0,0.0,0.005277044854881266
1005231,0.04054054054054054,0.04054054054054054,0.0,0.0,0.0,0.0019305019305019305
1005252,0.04424778761061947,0.04129793510324484,0.0,0.0,0.0,0.0
1005398,0.05451127819548872,0.043233082706766915,0.0,0.0018796992481203006,0.0,0.0018796992481203006
1005473,0.01098901098901099,0.04395604395604396,0.0,0.0,0.0,0.0
1005501,0.03640776699029126,0.04611650485436893,0.0,0.0,0.0,0.0
1005551,0.016483516483516484,0.038461538461538464,0.0027472527472527475,0.0,0.0,0.0027472527472527475
1005569,0.03690036900369004,0.03690036900369004,0.0,0.0036900369003690036,0.0,0.0
1005743,0.020833333333333332,0.06666666666666667,0.0,0.0,0.0,0.0
1005751,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0
1005775,0.027777777777777776,0.04722222222222222,0.0,0.0,0.0,0.0
1005891,0.04225352112676056,0.05985915492957746,0.0,0.0,0.0,0.0
1005892,0.029914529914529916,0.021367521367521368,0.0,0.0,0.0,0.004273504273504274
1005942,0.017467248908296942,0.039301310043668124,0.0,0.0,0.0,0.0
1006118,0.03636363636363636,0.045454545454545456,0.0,0.0,0.0,0.0
1006136,0.03333333333333333,0.05,0.0,0.002777777777777778,0.0,0.0
1006179,0.036414565826330535,0.0784313725490196,0.0,0.0,0.0,0.0
1006246,0.05764411027568922,0.040100250626566414,0.0,0.0,0.0,0.0
100625,0.004739336492890996,0.04265402843601896,0.0,0.0,0.0,0.0
1006274,0.02535211267605634,0.03943661971830986,0.0,0.0,0.0,0.011267605633802818
1006416,0.04739336492890995,0.052132701421800945,0.0,0.004739336492890996,0.0,0.0
1006482,0.01171875,0.03515625,0.0,0.0078125,0.0,0.0
1006488,0.032407407407407406,0.03935185185185185,0.0023148148148148147,0.0,0.0,0.0
1006535,0.04497354497354497,0.03968253968253968,0.0,0.0026455026455026454,0.0,0.0
1006571,0.03208556149732621,0.0427807486631016,0.0,0.0053475935828877,0.0,0.0
1006666,0.01084010840108401,0.05962059620596206,0.0,0.0,0.0,0.0
1006787,0.06451612903225806,0.05278592375366569,0.0,0.0,0.0,0.0
1006883,0.02932551319648094,0.04105571847507331,0.0,0.0,0.0,0.0
100691,0.06293706293706294,0.05244755244755245,0.0,0.0,0.0,0.0
1007162,0.009302325581395349,0.027906976744186046,0.0,0.0,0.0,0.0
1007263,0.03896103896103896,0.06060606060606061,0.0,0.0,0.0,0.0
1007337,0.05865921787709497,0.06424581005586592,0.0,0.0,0.0,0.0
1007363,0.03669724770642202,0.04128440366972477,0.0,0.0,0.0,0.0
100765,0.020522388059701493,0.054104477611940295,0.0,0.0,0.0,0.005597014925373134
1007764,0.0345679012345679,0.027160493827160494,0.0,0.0,0.0,0.0
100791,0.023376623376623377,0.02857142857142857,0.0,0.0,0.0,0.0
1007981,0.060759493670886074,0.05063291139240506,0.0,0.0,0.0,0.005063291139240506
1008086,0.037037037037037035,0.053497942386831275,0.0,0.0,0.0,0.0
10081,0.038929440389294405,0.0413625304136253,0.0,0.004866180048661801,0.0,0.004866180048661801
1008264,0.045584045584045586,0.039886039886039885,0.0,0.0,0.0,0.0
1008326,0.004405286343612335,0.05286343612334802,0.0,0.0,0.0,0.0
1008399,0.010666666666666666,0.064,0.0,0.0026666666666666666,0.0,0.005333333333333333
1008407,0.046511627906976744,0.05232558139534884,0.0,0.0,0.0,0.0
1008450,0.002577319587628866,0.03608247422680412,0.0,0.0,0.0,0.0
1008486,0.03812316715542522,0.04398826979472141,0.0,0.0,0.0,0.0
1008605,0.03636363636363636,0.06545454545454546,0.0036363636363636364,0.0,0.0,0.0
1008636,0.07751937984496124,0.050387596899224806,0.0,0.0,0.0,0.0
1008655,0.058823529411764705,0.042483660130718956,0.0,0.0,0.0,0.006535947712418301
1008666,0.021148036253776436,0.0513595166163142,0.0,0.0,0.0,0.0
1008698,0.022727272727272728,0.038636363636363635,0.0,0.0,0.0,0.0
1008718,0.07239819004524888,0.038461538461538464,0.0,0.0,0.0,0.0022624434389140274
1008740,0.006535947712418301,0.06535947712418301,0.0,0.0,0.0,0.0
1008880,0.020618556701030927,0.048109965635738834,0.0,0.0,0.0,0.0
1009245,0.0447427293064877,0.026845637583892617,0.0,0.008948545861297539,0.0,0.0022371364653243847
1009294,0.03428571428571429,0.06285714285714286,0.0,0.0,0.0,0.0
1009359,0.058394160583941604,0.04744525547445255,0.0,0.0,0.0,0.0
1009596,0.04523809523809524,0.047619047619047616,0.0,0.0,0.0,0.0
1009747,0.028268551236749116,0.04240282685512368,0.0,0.0,0.0,0.0
1009768,0.0,0.04230769230769231,0.05384615384615385,0.0,0.0,0.0
1009798,0.03349282296650718,0.06220095693779904,0.0,0.0,0.0,0.0
1009929,0.022082018927444796,0.025236593059936908,0.0,0.0,0.0,0.0
101001,0.05198019801980198,0.034653465346534656,0.0024752475247524753,0.0024752475247524753,0.0,0.0
1010108,0.005405405405405406,0.04864864864864865,0.0,0.0,0.0,0.0
1010115,0.07008086253369272,0.026954177897574125,0.0026954177897574125,0.0,0.0,0.0
1010314,0.04229607250755287,0.0634441087613293,0.0,0.006042296072507553,0.0,0.0030211480362537764
1010575,0.0,0.048582995951417005,0.0,0.0,0.0,0.0
101063,0.024242424242424242,0.05757575757575758,0.0,0.0030303030303030303,0.0,0.0
1010664,0.04748603351955307,0.03910614525139665,0.0,0.002793296089385475,0.0,0.0
1010711,0.029940119760479042,0.03293413173652695,0.0,0.0029940119760479044,0.0,0.0
1010839,0.058712121212121215,0.03598484848484849,0.0,0.0,0.0,0.001893939393939394
1010903,0.007575757575757576,0.050505050505050504,0.0,0.010101010101010102,0.0,0.005050505050505051
1010932,0.04,0.033846153846153845,0.0,0.0,0.0,0.003076923076923077
1010952,0.06302521008403361,0.058823529411764705,0.0,0.0,0.0,0.0
1010988,0.029850746268656716,0.01791044776119403,0.0,0.0,0.0,0.0
1011010,0.053418803418803416,0.049145299145299144,0.0,0.0,0.0,0.002136752136752137
1011026,0.047619047619047616,0.06162464985994398,0.0,0.0,0.0,0.0
1011083,0.06715063520871144,0.019963702359346643,0.003629764065335753,0.009074410163339383,0.0,0.0018148820326678765
1011110,0.03209876543209877,0.0691358024691358,0.0,0.0,0.0,0.0024691358024691358
101126,0.012461059190031152,0.03115264797507788,0.0,0.0,0.0,0.0
1011317,0.011730205278592375,0.06158357771260997,0.0,0.0,0.0,0.0
1011356,0.012658227848101266,0.08016877637130802,0.0,0.0,0.0,0.0
1011364,0.07368421052631578,0.02894736842105263,0.0,0.0,0.0,0.0
1011418,0.03389830508474576,0.06779661016949153,0.0,0.0,0.0,0.00423728813559322
1011426,0.056,0.048,0.0,0.0,0.0,0.0
1011436,0.02909090909090909,0.04,0.0,0.0,0.0,0.0
1011443,0.04187192118226601,0.03694581280788178,0.0,0.009852216748768473,0.0,0.0024630541871921183
1011531,0.05521472392638037,0.03885480572597137,0.010224948875255624,0.0,0.0,0.002044989775051125
1011616,0.013986013986013986,0.024475524475524476,0.0,0.0,0.0,0.0
1011748,0.049586776859504134,0.03305785123966942,0.0,0.0,0.0,0.0
1011795,0.045584045584045586,0.04843304843304843,0.0,0.0,0.0,0.0
1011805,0.03857566765578635,0.050445103857566766,0.0,0.0,0.0,0.002967359050445104
1011962,0.044897959183673466,0.024489795918367346,0.0,0.0,0.0,0.0
1012047,0.01845018450184502,0.04797047970479705,0.0,0.0,0.0,0.0
1012075,0.05027932960893855,0.05307262569832402,0.0,0.0,0.0,0.0
1012091,0.046012269938650305,0.0705521472392638,0.0,0.0,0.0,0.0
1012151,0.026865671641791045,0.041791044776119404,0.0,0.0,0.0,0.0
1012412,0.009316770186335404,0.052795031055900624,0.0,0.0,0.0,0.0
1012427,0.026706231454005934,0.07418397626112759,0.0,0.0,0.0,0.005934718100890208
1012604,0.0817717206132879,0.022146507666098807,0.0,0.0017035775127768314,0.0,0.0
1012615,0.03284072249589491,0.03284072249589491,0.0,0.0,0.0,0.0
1012631,0.03773584905660377,0.0431266846361186,0.0,0.0,0.0,0.0
1012679,0.0058823529411764705,0.03823529411764706,0.0029411764705882353,0.0,0.0,0.0029411764705882353
101267,0.008928571428571428,0.05952380952380952,0.0,0.0,0.0,0.0
1012691,0.0423728813559322,0.06497175141242938,0.0,0.0,0.0,0.0
1012862,0.032,0.044,0.0,0.0,0.0,0.0
1012898,0.02932551319648094,0.04398826979472141,0.0,0.002932551319648094,0.0,0.002932551319648094
1012944,0.004694835680751174,0.035211267605633804,0.0,0.007042253521126761,0.0,0.0
1013033,0.03571428571428571,0.05803571428571429,0.0,0.0,0.0,0.0
1013285,0.003367003367003367,0.04713804713804714,0.0,0.0,0.0,0.003367003367003367
1013447,0.0299625468164794,0.04119850187265917,0.0,0.0,0.0,0.0
1013452,0.020876826722338204,0.037578288100208766,0.0,0.0,0.0,0.0
1013583,0.005291005291005291,0.042328042328042326,0.0,0.0,0.0,0.0
1013600,0.0625,0.02586206896551724,0.0,0.0,0.0,0.0
1013669,0.029166666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
1013761,0.033950617283950615,0.030864197530864196,0.0,0.0,0.0,0.0
1013913,0.055357142857142855,0.03571428571428571,0.0,0.0,0.0,0.0
1014199,0.029787234042553193,0.03829787234042553,0.0,0.0,0.0,0.00425531914893617
1014244,0.019662921348314606,0.05056179775280899,0.0,0.0,0.0,0.0
1014249,0.06982543640897755,0.029925187032418952,0.0,0.0,0.0,0.0
1014313,0.04735376044568245,0.04178272980501393,0.0,0.0,0.0,0.0
1014344,0.03125,0.044642857142857144,0.0,0.0,0.0,0.0
1014428,0.04093567251461988,0.049707602339181284,0.0,0.0,0.0,0.0
1014497,0.06341463414634146,0.046341463414634146,0.0,0.0,0.0,0.0
1014559,0.042105263157894736,0.028070175438596492,0.007017543859649123,0.0,0.0,0.0
1014680,0.06358381502890173,0.04046242774566474,0.0,0.0,0.0,0.0
1014724,0.044444444444444446,0.05185185185185185,0.0,0.0,0.0,0.0
1014908,0.017326732673267328,0.05198019801980198,0.0,0.0,0.0,0.0
1014926,0.0024390243902439024,0.026829268292682926,0.0,0.0,0.0,0.0
1014998,0.05357142857142857,0.04336734693877551,0.0,0.0,0.0,0.007653061224489796
1015056,0.06428571428571428,0.047619047619047616,0.0,0.0,0.0,0.002380952380952381
1015409,0.041025641025641026,0.03333333333333333,0.002564102564102564,0.0,0.0,0.0
1015438,0.025078369905956112,0.04075235109717868,0.0,0.0,0.0,0.0
1015461,0.06388206388206388,0.06388206388206388,0.0,0.0,0.0,0.0
101556,0.038901601830663615,0.034324942791762014,0.0,0.0,0.0,0.0
1015664,0.029045643153526972,0.04979253112033195,0.0,0.0,0.0,0.0
101568,0.03333333333333333,0.047058823529411764,0.0,0.0,0.0,0.0
1015723,0.02616279069767442,0.046511627906976744,0.0,0.0,0.0,0.0029069767441860465
1015763,0.0375,0.04,0.0,0.0075,0.0,0.005
1015924,0.024509803921568627,0.0392156862745098,0.0,0.0,0.0,0.0
1015996,0.027918781725888325,0.06345177664974619,0.0,0.0,0.0,0.0
1016100,0.03768115942028986,0.07246376811594203,0.0,0.0,0.0,0.0
1016245,0.031512605042016806,0.04411764705882353,0.004201680672268907,0.0021008403361344537,0.0,0.004201680672268907
1016298,0.033707865168539325,0.028089887640449437,0.0056179775280898875,0.0056179775280898875,0.0,0.0
1016403,0.026200873362445413,0.05240174672489083,0.0,0.0,0.0,0.004366812227074236
1016557,0.022988505747126436,0.05363984674329502,0.0038314176245210726,0.0038314176245210726,0.0,0.0
1016577,0.050505050505050504,0.05303030303030303,0.0,0.0,0.0,0.0
1016594,0.011655011655011656,0.06293706293706294,0.0,0.0,0.0,0.0
1016612,0.04782608695652174,0.05217391304347826,0.0,0.0,0.0,0.0
1016671,0.0678391959798995,0.04271356783919598,0.0,0.002512562814070352,0.0,0.0
1016703,0.01744186046511628,0.05813953488372093,0.0,0.0,0.0,0.0
1016757,0.0325,0.05,0.0,0.005,0.0,0.0
1016883,0.015151515151515152,0.05303030303030303,0.0,0.0,0.0,0.0
1017001,0.02414486921529175,0.03621730382293763,0.0,0.0,0.0,0.0
1017038,0.04212860310421286,0.04878048780487805,0.0,0.0022172949002217295,0.0,0.0
1017089,0.05660377358490566,0.03563941299790356,0.0,0.0,0.0,0.0
1017099,0.051643192488262914,0.03286384976525822,0.0,0.0,0.0,0.004694835680751174
1017104,0.03404255319148936,0.05106382978723404,0.0,0.0,0.0,0.00425531914893617
1017153,0.05056179775280899,0.047752808988764044,0.0,0.0,0.0,0.0
1017179,0.046296296296296294,0.030864197530864196,0.0,0.0,0.0,0.0
1017259,0.04452054794520548,0.0684931506849315,0.0,0.0,0.0,0.0
1017282,0.02631578947368421,0.038011695906432746,0.0,0.011695906432748537,0.0,0.0
1017400,0.04032258064516129,0.06989247311827956,0.0,0.0,0.0,0.0
1017450,0.01775147928994083,0.09171597633136094,0.0,0.0,0.0,0.0
1017608,0.05013192612137203,0.04221635883905013,0.0,0.0,0.0,0.0
1017620,0.036231884057971016,0.010869565217391304,0.0,0.0,0.0,0.0
1017635,0.0371900826446281,0.05578512396694215,0.0,0.0,0.0,0.0
101765,0.060674157303370786,0.06292134831460675,0.0,0.0,0.0,0.0
1017679,0.01486988847583643,0.03345724907063197,0.0,0.0,0.0,0.0
1017829,0.038,0.06,0.0,0.002,0.0,0.0
1017876,0.037037037037037035,0.051440329218107,0.0,0.0,0.0,0.00411522633744856
1017877,0.03359173126614987,0.03359173126614987,0.0,0.002583979328165375,0.0,0.0
1017901,0.019801980198019802,0.039603960396039604,0.0,0.0,0.0,0.0
1018443,0.03747072599531616,0.06088992974238876,0.0,0.0,0.0,0.0
1018459,0.07038123167155426,0.04985337243401759,0.0,0.0,0.0,0.0
1018545,0.0029850746268656717,0.020895522388059702,0.0,0.0,0.0,0.0
1018784,0.02947845804988662,0.05668934240362812,0.0,0.0,0.0,0.0
1018958,0.0440771349862259,0.03305785123966942,0.0,0.0,0.0,0.0027548209366391185
1019050,0.05811138014527845,0.053268765133171914,0.0,0.0,0.0,0.0
1019424,0.075,0.04375,0.0,0.0,0.0,0.0
1019537,0.052083333333333336,0.044270833333333336,0.0,0.0,0.0,0.0026041666666666665
1019679,0.06584362139917696,0.037037037037037035,0.0,0.00205761316872428,0.0,0.0
1019727,0.023054755043227664,0.025936599423631124,0.0,0.0,0.0,0.0
1019743,0.04201680672268908,0.047058823529411764,0.0033613445378151263,0.0,0.0,0.0033613445378151263
1019772,0.06369426751592357,0.05732484076433121,0.0,0.0,0.0,0.0
1020012,0.05384615384615385,0.046153846153846156,0.0,0.0,0.0,0.002564102564102564
1020096,0.04878048780487805,0.07317073170731707,0.0,0.0,0.0,0.0
1020198,0.04009433962264151,0.06132075471698113,0.0,0.0023584905660377358,0.0,0.0023584905660377358
1020466,0.02976190476190476,0.026785714285714284,0.0,0.0,0.0,0.0
1020574,0.04849884526558892,0.04157043879907621,0.0,0.0,0.0,0.0
102061,0.021798365122615803,0.03814713896457766,0.0,0.0,0.0,0.0
1020691,0.054502369668246446,0.035545023696682464,0.0,0.002369668246445498,0.0,0.002369668246445498
1020837,0.051630434782608696,0.051630434782608696,0.0,0.002717391304347826,0.0,0.0
1020869,0.046153846153846156,0.027692307692307693,0.0,0.0,0.0,0.0
1020881,0.04927536231884058,0.0463768115942029,0.002898550724637681,0.0,0.0,0.0
1020906,0.04597701149425287,0.04597701149425287,0.0,0.0,0.0,0.0
1021024,0.02564102564102564,0.04700854700854701,0.0,0.0,0.0,0.0
1021027,0.04404145077720207,0.046632124352331605,0.0,0.0,0.0,0.0
1021251,0.03816793893129771,0.04580152671755725,0.0,0.0,0.0,0.0
1021281,0.03225806451612903,0.05865102639296188,0.0,0.002932551319648094,0.0,0.0
1021364,0.052941176470588235,0.08235294117647059,0.0058823529411764705,0.0,0.0,0.0
1021461,0.03283582089552239,0.026865671641791045,0.0,0.0,0.0,0.0
1021492,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0
1021580,0.022113022113022112,0.04176904176904177,0.0,0.0,0.0,0.002457002457002457
10215,0.012345679012345678,0.046296296296296294,0.0,0.0,0.0,0.0
1021645,0.005141388174807198,0.02313624678663239,0.0,0.0,0.0,0.0
1021667,0.04182509505703422,0.049429657794676805,0.0,0.0,0.0,0.0
1021707,0.0525164113785558,0.03938730853391685,0.0,0.0,0.0,0.0
1021765,0.040293040293040296,0.03663003663003663,0.0,0.0,0.0,0.0
1021767,0.03571428571428571,0.03571428571428571,0.0,0.003246753246753247,0.0,0.0
1021770,0.04398826979472141,0.017595307917888565,0.0,0.005865102639296188,0.0,0.0
1021877,0.033482142857142856,0.033482142857142856,0.0,0.002232142857142857,0.0,0.008928571428571428
1021923,0.04714640198511166,0.034739454094292806,0.0,0.0,0.0,0.0
1021965,0.05847953216374269,0.05847953216374269,0.0,0.0,0.0,0.0
1021981,0.021568627450980392,0.054901960784313725,0.00392156862745098,0.0,0.0,0.0
1022190,0.022026431718061675,0.05506607929515418,0.0022026431718061676,0.0,0.0,0.0
1022215,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.017241379310344827
1022285,0.028708133971291867,0.05263157894736842,0.0023923444976076554,0.0,0.0,0.0
1022384,0.0027397260273972603,0.03561643835616438,0.0,0.0027397260273972603,0.0,0.0
1022439,0.01773049645390071,0.04609929078014184,0.0017730496453900709,0.0,0.0,0.0035460992907801418
10226,0.049019607843137254,0.08823529411764706,0.0,0.0,0.0,0.0
1022873,0.006430868167202572,0.028938906752411574,0.0,0.0,0.0,0.0
102297,0.041666666666666664,0.041666666666666664,0.0,0.004629629629629629,0.0,0.0
10229,0.08108108108108109,0.02702702702702703,0.0,0.0,0.0,0.0
1023150,0.05314009661835749,0.043478260869565216,0.0,0.0,0.0,0.0
1023222,0.021604938271604937,0.05246913580246913,0.0,0.0,0.0,0.0
1023301,0.017937219730941704,0.06278026905829596,0.0,0.0,0.0,0.0
1023469,0.06086956521739131,0.030434782608695653,0.0,0.0,0.0,0.0
1023534,0.03626943005181347,0.03367875647668394,0.0,0.007772020725388601,0.0,0.0
1023547,0.025078369905956112,0.050156739811912224,0.0,0.0,0.0,0.0
1023612,0.02696078431372549,0.06372549019607843,0.0,0.0,0.0,0.0
1023674,0.04201680672268908,0.03081232492997199,0.0,0.0,0.0,0.0
1023696,0.03202846975088968,0.042704626334519574,0.0,0.0,0.0,0.0017793594306049821
1023918,0.003115264797507788,0.04672897196261682,0.0,0.0,0.0,0.0
1023946,0.03940886699507389,0.046798029556650245,0.0,0.0,0.0,0.0
1023952,0.026442307692307692,0.04326923076923077,0.0,0.0,0.0,0.002403846153846154
1024129,0.06341463414634146,0.05365853658536585,0.0,0.0,0.0,0.0
1024250,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
1024264,0.026829268292682926,0.04878048780487805,0.0,0.004878048780487805,0.0,0.0024390243902439024
1024274,0.025,0.040625,0.0,0.00625,0.0,0.0
1024355,0.03571428571428571,0.03826530612244898,0.0,0.00510204081632653,0.0,0.0
1024402,0.05732484076433121,0.06369426751592357,0.0,0.0,0.0,0.0
1024522,0.04180064308681672,0.05144694533762058,0.003215434083601286,0.0,0.0,0.0
1024530,0.05070422535211268,0.04507042253521127,0.0,0.0,0.0,0.0
1024621,0.058823529411764705,0.033936651583710405,0.0,0.0,0.0,0.0
1024659,0.0136986301369863,0.03913894324853229,0.0,0.0,0.0,0.0
102489,0.027613412228796843,0.029585798816568046,0.0,0.0,0.0,0.0
1025195,0.04157549234135667,0.04814004376367615,0.0,0.0,0.0,0.0
102535,0.05737704918032787,0.05737704918032787,0.0,0.0,0.0,0.0
1025464,0.02694610778443114,0.04491017964071856,0.0,0.0,0.0,0.0
1025558,0.04046242774566474,0.028901734104046242,0.0,0.0,0.0,0.0
1025599,0.0430622009569378,0.04066985645933014,0.0,0.0,0.0,0.0023923444976076554
1025673,0.06158357771260997,0.04985337243401759,0.0,0.0,0.0,0.0
1025752,0.05113636363636364,0.019886363636363636,0.0,0.002840909090909091,0.0,0.0
1025965,0.02158273381294964,0.0539568345323741,0.0,0.0,0.0,0.0
1025974,0.06181818181818182,0.05818181818181818,0.0036363636363636364,0.0,0.0,0.0
1026027,0.04477611940298507,0.026865671641791045,0.0,0.0,0.0,0.0
1026061,0.04186046511627907,0.06511627906976744,0.0,0.0,0.0,0.004651162790697674
1026161,0.037783375314861464,0.05289672544080604,0.0,0.0,0.0,0.0
1026221,0.04398826979472141,0.04105571847507331,0.0,0.011730205278592375,0.0,0.002932551319648094
1026229,0.04748603351955307,0.03910614525139665,0.0,0.0,0.0,0.0
1026294,0.022653721682847898,0.042071197411003236,0.0,0.0,0.0,0.0
1026395,0.034013605442176874,0.061224489795918366,0.0,0.0,0.0,0.0
1026402,0.03785488958990536,0.028391167192429023,0.0031545741324921135,0.0,0.0,0.0
1026714,0.041237113402061855,0.05670103092783505,0.0,0.0,0.0,0.0
1026734,0.0660377358490566,0.05188679245283019,0.0023584905660377358,0.0,0.0,0.007075471698113208
1026756,0.06578947368421052,0.039473684210526314,0.0,0.0,0.0,0.0
1026798,0.006309148264984227,0.04416403785488959,0.0,0.0,0.0,0.0
102695,0.06220095693779904,0.05741626794258373,0.0,0.0,0.0,0.0
1026981,0.02512562814070352,0.04522613065326633,0.0,0.0,0.0,0.0
1027139,0.038461538461538464,0.06153846153846154,0.0,0.0,0.0,0.0
1027152,0.016091954022988506,0.04367816091954023,0.0,0.0,0.0,0.0
1027345,0.05985915492957746,0.056338028169014086,0.0,0.0,0.0,0.0
1027356,0.02464788732394366,0.035211267605633804,0.0,0.0,0.0,0.0
1027384,0.015873015873015872,0.047619047619047616,0.0,0.0031746031746031746,0.0,0.0
1027445,0.05472636815920398,0.04477611940298507,0.004975124378109453,0.0,0.0,0.0
1027505,0.049868766404199474,0.047244094488188976,0.0,0.0,0.0,0.0
1027540,0.04059040590405904,0.04059040590405904,0.0,0.0,0.0,0.0
1027602,0.060498220640569395,0.06761565836298933,0.0,0.0,0.0,0.0
1027793,0.053125,0.0375,0.0,0.0,0.0,0.0
1027891,0.019444444444444445,0.05555555555555555,0.0,0.0,0.0,0.0
1027916,0.03064066852367688,0.05013927576601671,0.005571030640668524,0.0,0.0,0.0
1027947,0.030100334448160536,0.05016722408026756,0.0,0.0,0.0,0.0
1028012,0.014388489208633094,0.05275779376498801,0.0,0.0,0.0,0.0
1028131,0.043583535108958835,0.0387409200968523,0.0,0.0,0.0,0.0
